data,obiekt,band,max,min,mean,max-min,max_after,min_after,mean_after,max-min_after
2020-10-06,igl,b12,2420,1357,2019.5510204081634,1063,2383.0,1676.0,2022.0851063829787,707.0
2020-10-06,lisc,b1,97,31,58.47115384615385,66,97,31,58.47115384615385,66
2020-10-06,lisc,b2,199,76,137.75,123,187.0,84.0,137.72,103.0
2020-10-06,lisc,b3,417,207,305.08653846153845,210,384.0,245.0,304.73,139.0
2020-10-06,lisc,b4,327,140,225.83653846153845,187,318.0,162.0,225.36,156.0
2020-10-06,lisc,b5,810,503,621.6153846153846,307,758.0,531.0,620.39,227.0
2020-10-06,lisc,b6,2334,1289,1849.3942307692307,1045,2264.0,1367.0,1851.39,897.0
2020-10-06,lisc,b7,2916,1563,2271.9615384615386,1353,2771.0,1642.0,2273.38,1129.0
2020-10-06,lisc,b8,3484,1578,2488.3365384615386,1906,3112.0,1716.0,2488.15,1396.0
2020-10-06,lisc,b9,3260,2057,2684.2884615384614,1203,3076.0,2149.0,2685.61,927.0
2020-10-06,lisc,b10,1846,1265,1525.4807692307693,581,1702.0,1320.0,1524.37,382.0
2020-10-06,lisc,b11,909,590,696.8461538461538,319,836.0,599.0,694.96,237.0
2020-10-06,lisc,b12,3363,1934,2657.471153846154,1429,3214.0,2046.0,2658.84,1168.0
